chip,event,split,crs,h,w,label_values,vv_min,vv_max,vh_min,vh_max,wc_nodata_frac,ignore,flood_open_water,dry_open_water,flood_cropland,dry_cropland,flood_vegetation,dry_vegetation,flood_built,dry_built,flood_other,dry_other,flood_unknown,dry_unknown
Mekong_1149855,Mekong,test,EPSG:4326,512,512,-1 0 1,-31.568744659423828,15.99582290649414,-46.16984558105469,-5.157065391540527,0.0,37369,46,11,8355,62269,6686,133166,0,670,2173,11399,0,0
Mekong_1191208,Mekong,test,EPSG:4326,512,512,-1 0 1,-47.16563034057617,-0.1199609562754631,-53.28076171875,-7.485071659088135,0.0,59832,13419,278,276,6118,1542,180380,0,86,28,185,0,0
Mekong_119477,Mekong,test,EPSG:4326,512,512,-1 0 1,-21.79966926574707,2.8337385654449463,-34.64883804321289,-5.684020042419434,0.0,1192,0,0,2549,17385,412,237746,0,152,35,2673,0,0
Mekong_1248200,Mekong,test,EPSG:4326,512,512,-1 0 1,-32.37672424316406,8.134356498718262,-54.56930923461914,-6.82032585144043,0.0,1156,366,5,159441,14016,41269,36340,83,1247,3429,4792,0,0
Mekong_1282475,Mekong,test,EPSG:4326,512,512,0 1,-34.79486846923828,0.6270921230316162,-47.18962860107422,0.29792749881744385,0.0,0,0,0,7424,13891,16983,217753,0,381,2144,3568,0,0
Mekong_1395593,Mekong,test,EPSG:4326,512,512,-1 0 1,-36.33318328857422,4.855796813964844,-52.43720245361328,-3.0543558597564697,0.0,416,0,0,2565,10602,15370,224166,0,2266,940,5819,0,0
Mekong_1396181,Mekong,test,EPSG:4326,512,512,-1 0 1,-49.98988342285156,17.12140655517578,-53.2747917175293,-6.824774742126465,0.0,19082,6949,353,84159,24239,50414,71731,160,172,3325,1560,0,0
Mekong_1413877,Mekong,test,EPSG:4326,512,512,-1 0 1,-24.252962112426758,11.519562721252441,-34.144927978515625,6.001758098602295,0.0,5176,0,0,1819,28054,658,220861,0,1083,35,4458,0,0
Mekong_1439641,Mekong,test,EPSG:4326,512,512,-1 0 1,-44.19001007080078,12.386762619018555,-60.388580322265625,5.9002604484558105,0.0,61,79746,50,91683,7806,17972,40136,173,9377,8228,6912,0,0
Mekong_1443339,Mekong,test,EPSG:4326,512,512,-1 0 1,-46.6623420715332,11.692955017089844,-52.33989715576172,3.783937692642212,0.0,9,23123,57,73998,4230,90847,60148,808,2363,4007,2554,0,0
Mekong_16233,Mekong,test,EPSG:4326,512,512,-1 0 1,-38.4688720703125,6.3225579261779785,-47.12521743774414,-4.813234806060791,0.0,12,0,0,40007,8156,20351,187651,37,1111,1816,3003,0,0
Mekong_213094,Mekong,test,EPSG:4326,512,512,-1 0 1,-19.66054344177246,2.602128744125366,-30.09000587463379,-6.762739658355713,0.0,32301,0,0,101,43432,10,172628,0,5,0,13667,0,0
Mekong_221789,Mekong,test,EPSG:4326,512,512,-1 0,-20.834142684936523,0.8818097710609436,-28.072446823120117,-4.781608581542969,0.0,46817,0,0,0,0,0,215327,0,0,0,0,0,0
Mekong_254910,Mekong,test,EPSG:4326,512,512,-1 0 1,-33.60940170288086,1.2316908836364746,-46.8470458984375,-6.401551723480225,0.0,56649,0,0,110,71950,25,128678,0,105,0,4627,0,0
Mekong_269835,Mekong,test,EPSG:4326,512,512,-1 0 1,-29.137998580932617,-1.2128435373306274,-44.97561264038086,-6.987168312072754,0.0,49908,0,0,387,65127,27,138475,0,1,69,8150,0,0
Mekong_293769,Mekong,test,EPSG:4326,512,512,-1 0 1,-45.68611526489258,-0.9181337952613831,-51.8822135925293,-7.2050395011901855,0.0,31604,24175,15,2888,21612,2131,173528,7,127,1219,4838,0,0
Mekong_333434,Mekong,test,EPSG:4326,512,512,-1 0 1,-29.51840591430664,2.1360275745391846,-43.44799041748047,-8.041550636291504,0.0,59011,0,4,1440,11690,1761,187989,0,21,83,145,0,0
Mekong_342411,Mekong,test,EPSG:4326,512,512,-1 0 1,-31.355478286743164,5.6486334800720215,-47.41660690307617,-2.912876844406128,0.0,3,0,0,14714,19892,13198,202859,0,1038,1002,9438,0,0
Mekong_382276,Mekong,test,EPSG:4326,512,512,-1 0 1,-32.358314514160156,12.733827590942383,-46.940773010253906,-5.4829020500183105,0.0,33,0,0,980,2447,8311,244195,0,917,517,4744,0,0
Mekong_424793,Mekong,test,EPSG:4326,512,512,-1 0 1,-29.240478515625,5.133743762969971,-45.6171875,-4.078113079071045,0.0,3657,0,0,1828,4538,2084,245204,0,145,91,4597,0,0
Mekong_45934,Mekong,test,EPSG:4326,512,512,-1 0 1,-25.577228546142578,13.352533340454102,-30.152318954467773,4.910778999328613,0.0,285,0,0,142,7551,139,246375,0,3367,15,4270,0,0
Mekong_474783,Mekong,test,EPSG:4326,512,512,-1 0 1,-22.92221450805664,16.576597213745117,-35.62849426269531,5.155568599700928,0.0,25,47,15,5554,132096,98,120319,0,1352,81,2557,0,0
Mekong_52610,Mekong,test,EPSG:4326,512,512,0 1,-46.31296920776367,6.422411918640137,-56.2050895690918,-1.0437963008880615,0.0,0,9826,39,68194,968,128276,48907,3,441,4374,1116,0,0
Mekong_596495,Mekong,test,EPSG:4326,512,512,-1 0 1,-49.99800109863281,16.682897567749023,-55.50377655029297,-5.6141886711120605,0.0,32661,149409,466,10013,11251,16130,37341,12,1038,1579,2244,0,0
Mekong_774566,Mekong,test,EPSG:4326,512,512,-1 0 1,-45.17073440551758,-0.008005879819393158,-54.22976303100586,-3.7352259159088135,0.0,34416,65974,487,5339,48500,4730,98226,13,496,987,2976,0,0
Mekong_846007,Mekong,test,EPSG:4326,512,512,-1 0 1,-31.654857635498047,12.377766609191895,-47.182003021240234,-2.044987440109253,0.0,98114,0,0,3297,9048,3240,143239,0,985,998,3223,0,0
Mekong_922373,Mekong,test,EPSG:4326,512,512,-1 0 1,-34.69304275512695,9.001314163208008,-51.15391159057617,-5.971607685089111,0.0,6,173,3,59082,16821,56129,122858,2,338,4379,2353,0,0
Mekong_977338,Mekong,test,EPSG:4326,512,512,-1 0 1,-49.97690200805664,1.464631199836731,-54.99637222290039,-6.349227428436279,0.0,85186,64101,2847,42,2250,1370,105885,3,0,51,409,0,0
Mekong_98310,Mekong,test,EPSG:4326,512,512,-1 0 1,-50.38677215576172,3.602144956588745,-54.50841522216797,-1.3971525430679321,0.0,79373,79165,570,2005,20013,3535,71878,11,582,951,4061,0,0
Nigeria_1095404,Nigeria,valid,EPSG:4326,512,512,-1 0 1,-39.49478530883789,10.945784568786621,-47.12413787841797,-0.4954579174518585,0.0,9861,7,1,24244,88766,21418,111448,0,851,422,5126,0,0
Nigeria_143329,Nigeria,train,EPSG:4326,512,512,-1 0 1,-24.73689079284668,-1.182840347290039,-36.88106155395508,-8.180024147033691,0.0,12644,0,0,137,118800,2629,124698,0,0,11,3225,0,0
Nigeria_22088,Nigeria,valid,EPSG:4326,512,512,-1 0 1,-46.75930404663086,2.7232162952423096,-55.978763580322266,-6.598796367645264,0.0,52643,0,0,61,109927,90,95976,0,336,19,3092,0,0
Nigeria_225131,Nigeria,valid,EPSG:4326,512,512,-1 0 1,-22.2404727935791,8.589542388916016,-33.27029037475586,-2.385209560394287,0.0,20889,0,0,11,63210,1118,175294,0,296,2,1324,0,0
Nigeria_31096,Nigeria,valid,EPSG:4326,512,512,-1 0 1,-22.318288803100586,13.172327041625977,-40.25123977661133,4.283108234405518,0.0,44657,0,0,103,35120,388,179124,5,24,320,2403,0,0
Nigeria_35845,Nigeria,train,EPSG:4326,512,512,-1 0 1,-21.41509246826172,4.02932071685791,-30.846149444580078,-5.759753704071045,0.0,49102,0,0,8,5060,231,205594,0,327,47,1775,0,0
Nigeria_417184,Nigeria,valid,EPSG:4326,512,512,-1 0 1,-48.607086181640625,0.3222561478614807,-49.95652389526367,-4.69016170501709,0.0,212009,2,17,292,40165,516,4480,0,1610,574,2479,0,0
Nigeria_439488,Nigeria,train,EPSG:4326,512,512,-1 0 1,-22.404293060302734,10.973958015441895,-39.38518524169922,1.7357279062271118,0.0,32944,0,0,1401,175389,67,44940,0,5130,0,2273,0,0
Nigeria_529525,Nigeria,train,EPSG:4326,512,512,0 1,-45.57707595825195,0.028538497164845467,-60.44136047363281,-7.430656433105469,0.0,0,3785,30,64519,17768,151484,20295,0,140,3863,260,0,0
Nigeria_598959,Nigeria,train,EPSG:4326,512,512,-1 0 1,-24.740982055664062,3.3714611530303955,-46.53911209106445,-6.935851097106934,0.0,50936,0,0,46260,137116,264,25420,0,634,4,1510,0,0
Nigeria_600295,Nigeria,train,EPSG:4326,512,512,-1 0 1,-40.959659576416016,2.922909736633301,-55.90470886230469,-1.2436424493789673,0.0,80453,15781,137,52492,53952,4875,37340,7,1325,10506,5276,0,0
Nigeria_707067,Nigeria,train,EPSG:4326,512,512,-1 0 1,-23.45110321044922,1.0527902841567993,-40.1300163269043,-5.457533836364746,0.0,785,0,0,1781,106329,1450,146063,6,95,519,5116,0,0
Nigeria_78061,Nigeria,train,EPSG:4326,512,512,-1 0 1,-33.754817962646484,7.638461589813232,-47.01171875,-6.973537921905518,0.0,33258,0,0,631,96177,2928,123540,3,199,1932,3476,0,0
Nigeria_812045,Nigeria,valid,EPSG:4326,512,512,-1 0 1,-42.932151794433594,0.028858397156000137,-55.26393508911133,-7.997669696807861,0.0,25560,22722,223,71516,47666,6137,62753,13,123,19195,6236,0,0
Nigeria_81933,Nigeria,train,EPSG:4326,512,512,-1 0 1,-39.11888885498047,6.381307601928711,-58.0816650390625,-4.7603302001953125,0.0,15876,41152,965,38934,10761,96986,56420,276,138,602,34,0,0
Nigeria_820924,Nigeria,valid,EPSG:4326,512,512,-1 0 1,-25.12737464904785,11.370491027832031,-32.296844482421875,-3.8899271488189697,0.0,1,0,0,22,113885,1153,140483,0,803,1,5796,0,0
Nigeria_952958,Nigeria,train,EPSG:4326,512,512,-1 0 1,-41.67474365234375,-0.6740323305130005,-49.99702072143555,-6.687373638153076,0.0,34470,72,7,1458,102524,5359,112172,64,34,2782,3202,0,0
Nigeria_984831,Nigeria,valid,EPSG:4326,512,512,-1 0 1,-46.53629684448242,-0.7883625030517578,-53.772823333740234,-7.333073616027832,0.0,21986,15647,129,71513,11489,129319,6732,2,0,5199,128,0,0
Pakistan_1027214,Pakistan,valid,EPSG:4326,512,512,-1 0 1,-30.301803588867188,2.809725761413574,-47.602195739746094,-7.224615097045898,0.0,103186,13737,12569,2592,94323,767,1396,0,1171,6774,25629,0,0
Pakistan_1036366,Pakistan,train,EPSG:4326,512,512,-1 0 1,-35.921295166015625,-0.43259114027023315,-54.27027893066406,-7.569937229156494,0.0,151764,9029,5411,5667,66910,658,3483,0,19,7319,11884,0,0
Pakistan_132143,Pakistan,train,EPSG:4326,512,512,0,-25.466920852661133,10.03133487701416,-47.732540130615234,-5.286617279052734,0.0,0,0,0,0,136193,0,55990,0,7122,0,62839,0,0
Pakistan_167553,Pakistan,valid,EPSG:4326,512,512,-1 0 1,-31.5108699798584,19.36794090270996,-50.79191970825195,3.011573314666748,0.0,15039,0,0,0,4913,12,4920,45,8969,1401,226845,0,0
Pakistan_210595,Pakistan,valid,EPSG:4326,512,512,0,-23.336946487426758,4.654808521270752,-48.01552200317383,-6.089413166046143,0.0,0,0,0,0,65186,0,177225,0,385,0,19348,0,0
Pakistan_211386,Pakistan,train,EPSG:4326,512,512,-1 0 1,-27.201091766357422,8.449261665344238,-46.386512756347656,-4.779975891113281,0.0,6739,0,0,354,6091,103,7480,0,70,6402,234905,0,0
Pakistan_246510,Pakistan,train,EPSG:4326,512,512,-1 0 1,-37.62701416015625,6.0703840255737305,-50.85842514038086,-4.292677402496338,0.0,3327,1319,34,244,183164,102,2582,81,10206,8995,52090,0,0
Pakistan_246718,Pakistan,train,EPSG:4326,512,512,-1 0 1,-30.488515853881836,0.40511396527290344,-50.66446304321289,-7.1887288093566895,0.0,26866,4159,470,2368,195814,231,7561,51,3092,6317,15215,0,0
Pakistan_336228,Pakistan,valid,EPSG:4326,512,512,-1 0,-27.637081146240234,7.329051494598389,-47.57923889160156,-7.1582536697387695,0.0,129673,0,0,0,114736,0,563,0,1087,0,16085,0,0
Pakistan_35915,Pakistan,train,EPSG:4326,512,512,-1 0 1,-38.000770568847656,-0.9667848348617554,-48.59144973754883,-7.034748077392578,0.0,132911,31667,5184,4352,55581,93,1206,0,184,16189,14777,0,0
Pakistan_366265,Pakistan,train,EPSG:4326,512,512,-1 0 1,-26.46689796447754,11.723122596740723,-47.82917785644531,-4.934244155883789,0.0,134853,0,0,2,105768,0,855,0,6203,0,14463,0,0
Pakistan_401863,Pakistan,train,EPSG:4326,512,512,-1 0 1,-36.7765998840332,4.280869483947754,-48.64945983886719,-5.4884867668151855,0.0,3299,2669,517,5,116127,105,101434,0,825,545,36618,0,0
Pakistan_43105,Pakistan,valid,EPSG:4326,512,512,-1 0 1,-28.288427352905273,2.745039939880371,-47.59080505371094,-8.068363189697266,0.0,1202,0,0,241,153897,23,39459,0,234,7,67081,0,0
Pakistan_474121,Pakistan,train,EPSG:4326,512,512,-1 0 1,-46.42416000366211,7.318414211273193,-47.965946197509766,-3.0055582523345947,0.0,81355,7921,3698,0,62322,273,68711,0,1649,699,35516,0,0
Pakistan_528249,Pakistan,valid,EPSG:4326,512,512,-1 0,-24.20973777770996,1.279146671295166,-46.758052825927734,-8.381501197814941,0.0,185162,0,0,0,65989,0,290,0,1577,0,9126,0,0
Pakistan_548910,Pakistan,train,EPSG:4326,512,512,-1 0 1,-24.793420791625977,18.72072410583496,-45.18570327758789,3.5580599308013916,0.0,26448,0,0,3427,107682,0,4507,5,82646,7,37422,0,0
Pakistan_65724,Pakistan,train,EPSG:4326,512,512,-1 0,-26.083904266357422,11.822362899780273,-49.16130447387695,0.7193731069564819,0.0,1,0,0,0,173186,0,7459,0,3836,0,77662,0,0
Pakistan_664885,Pakistan,valid,EPSG:4326,512,512,-1 0 1,-30.62896728515625,3.2915477752685547,-47.86546325683594,-1.641825795173645,0.0,189134,2383,7554,0,44610,0,10885,0,569,0,7009,0,0
Pakistan_667363,Pakistan,train,EPSG:4326,512,512,-1 0 1,-29.214588165283203,8.718287467956543,-49.79814147949219,-5.7175984382629395,0.0,99660,0,0,63,101777,1,2695,1,5341,1154,51452,0,0
Pakistan_694942,Pakistan,valid,EPSG:4326,512,512,-1 0 1,-33.663429260253906,9.890836715698242,-47.558773040771484,-6.502700328826904,0.0,70700,0,0,18356,109093,27,1493,0,6620,98,55757,0,0
Pakistan_70625,Pakistan,valid,EPSG:4326,512,512,0 1,-32.30615997314453,2.5704312324523926,-49.25492477416992,-2.733043670654297,0.0,0,1584,1720,57,183787,27,3994,917,7300,2082,60676,0,0
Pakistan_712873,Pakistan,train,EPSG:4326,512,512,-1 0 1,-27.42228126525879,3.90993070602417,-47.35213088989258,-5.714178562164307,0.0,142587,0,0,714,80233,285,20092,6,2103,311,15813,0,0
Pakistan_740461,Pakistan,train,EPSG:4326,512,512,-1 0,-32.708351135253906,4.049046993255615,-50.79145431518555,-1.2600821256637573,0.0,50688,0,0,0,102797,0,3092,0,9075,0,96492,0,0
Pakistan_760290,Pakistan,train,EPSG:4326,512,512,-1 0,-37.99095153808594,12.86832046508789,-49.956321716308594,-1.7716608047485352,0.0,28646,0,0,0,130656,0,18752,0,43505,0,40585,0,0
Pakistan_849790,Pakistan,valid,EPSG:4326,512,512,-1 0 1,-29.129093170166016,1.5755544900894165,-49.52626419067383,-7.523432731628418,0.0,4905,215,98,161547,81737,9699,3051,2,12,445,433,0,0
Pakistan_909806,Pakistan,train,EPSG:4326,512,512,-1 0 1,-28.609193801879883,7.278606414794922,-41.72344970703125,-5.954286575317383,0.0,145857,0,0,1044,97957,5,4051,5,3171,360,9694,0,0
Pakistan_94095,Pakistan,valid,EPSG:4326,512,512,-1 0 1,-41.065982818603516,1.577284574508667,-54.11814498901367,-7.655535697937012,0.0,81574,30904,37875,10619,69472,280,411,0,137,11763,19109,0,0
Pakistan_9684,Pakistan,valid,EPSG:4326,512,512,-1 0 1,-25.674663543701172,2.532853364944458,-39.05284881591797,-8.428071022033691,0.0,148594,0,0,131,104457,0,974,0,1412,1065,5511,0,0
Paraguay_1019808,Paraguay,valid,EPSG:4326,512,512,0 1,-20.33332633972168,-1.0353503227233887,-41.252357482910156,-6.824246406555176,0.0,0,5,0,10,2699,5136,253460,0,162,19,653,0,0
Paraguay_1029042,Paraguay,train,EPSG:4326,512,512,-1 0 1,-41.03055953979492,-0.9950191974639893,-52.543949127197266,-6.467805862426758,0.0,39140,52250,3461,1478,2078,6336,155974,0,1,1133,293,0,0
Paraguay_1029191,Paraguay,valid,EPSG:4326,512,512,-1 0 1,-41.2896728515625,-0.33678412437438965,-47.15082931518555,-7.573127269744873,0.0,8207,38633,2331,2389,507,8023,200592,0,0,1291,171,0,0
Paraguay_1056717,Paraguay,train,EPSG:4326,512,512,0 1,-30.24329376220703,-1.2864758968353271,-43.812355041503906,-7.808838844299316,0.0,0,3355,1372,1,995,1382,251646,0,404,308,2681,0,0
Paraguay_1076204,Paraguay,train,EPSG:4326,512,512,0 1,-34.12682342529297,-0.19036069512367249,-47.21147918701172,-7.622372150421143,0.0,0,2154,1377,42,5617,685,250925,0,21,148,1175,0,0
Paraguay_11869,Paraguay,train,EPSG:4326,512,512,-1 0 1,-29.008779525756836,3.5455944538116455,-43.53411865234375,-7.855705738067627,0.0,4211,0,302,7,71133,150,184802,0,425,65,1049,0,0
Paraguay_126224,Paraguay,train,EPSG:4326,512,512,0 1,-34.11396026611328,0.5948666334152222,-51.07952880859375,-6.971851825714111,0.0,0,1072,211,867,2326,142407,114417,14,788,22,20,0,0
Paraguay_12870,Paraguay,train,EPSG:4326,512,512,0,-27.285722732543945,-0.5173852443695068,-50.02348327636719,-7.284607887268066,0.0,0,0,0,0,5667,0,256347,0,26,0,104,0,0
Paraguay_148318,Paraguay,train,EPSG:4326,512,512,-1 0 1,-27.53431510925293,5.201471328735352,-47.6016960144043,-6.387582778930664,0.0,22068,0,0,0,24822,1871,212269,0,47,358,709,0,0
Paraguay_149787,Paraguay,train,EPSG:4326,512,512,0 1,-42.060218811035156,-0.3746403455734253,-47.158634185791016,-7.305418491363525,0.0,0,32207,3379,1002,249,5759,218239,0,0,1123,186,0,0
Paraguay_149830,Paraguay,train,EPSG:4326,512,512,-1 0 1,-26.489688873291016,-1.173006296157837,-42.34761428833008,-6.071680068969727,0.0,1704,0,3,8,112,1883,258280,0,0,16,138,0,0
Paraguay_153941,Paraguay,valid,EPSG:4326,512,512,0 1,-24.15343475341797,-1.9859447479248047,-40.835060119628906,-8.02479362487793,0.0,0,0,0,104,34673,119,225122,0,20,418,1688,0,0
Paraguay_172476,Paraguay,valid,EPSG:4326,512,512,-1 0 1,-26.235136032104492,2.8064775466918945,-42.36543273925781,-5.076996803283691,0.0,1,35,11,5,4776,2643,252514,0,1167,132,860,0,0
Paraguay_179624,Paraguay,train,EPSG:4326,512,512,-1 0 1,-22.57650375366211,-0.553678035736084,-40.1982536315918,-7.5105671882629395,0.0,35,0,0,0,12044,13,249362,0,7,29,654,0,0
Paraguay_191503,Paraguay,train,EPSG:4326,512,512,0 1,-24.573827743530273,1.5352929830551147,-47.32033157348633,-6.007511615753174,0.0,0,0,0,10,36619,58,224804,0,249,22,382,0,0
Paraguay_198534,Paraguay,train,EPSG:4326,512,512,-1 0,-29.864648818969727,-0.9506216049194336,-48.40039825439453,-7.403337478637695,0.0,66657,0,66,0,29398,0,165346,0,17,0,660,0,0
Paraguay_205585,Paraguay,valid,EPSG:4326,512,512,0,-22.974838256835938,8.667435646057129,-35.03858184814453,-0.4810105860233307,0.0,0,0,0,0,18816,0,241360,0,975,0,993,0,0
Paraguay_212687,Paraguay,train,EPSG:4326,512,512,0 1,-22.92219352722168,-0.9431818723678589,-40.32464599609375,-8.058342933654785,0.0,0,6,0,4,190,15274,246626,0,0,24,20,0,0
Paraguay_215904,Paraguay,train,EPSG:4326,512,512,-1 0,-25.813945770263672,0.10616812855005264,-47.58055114746094,-8.770272254943848,0.0,35836,0,0,0,70661,0,153900,0,403,0,1344,0,0
Paraguay_224845,Paraguay,train,EPSG:4326,512,512,-1 0,-23.17710304260254,-1.0015215873718262,-35.6918830871582,-9.65478801727295,0.0,158224,0,0,0,158,0,103751,0,0,0,11,0,0
Paraguay_225187,Paraguay,train,EPSG:4326,512,512,0 1,-29.21370506286621,-0.0346970371901989,-48.00151824951172,-7.645862102508545,0.0,0,0,0,30,184581,6,75598,0,51,11,1867,0,0
Paraguay_232281,Paraguay,valid,EPSG:4326,512,512,-1 0 1,-20.764970779418945,-0.2231762856245041,-49.22208023071289,-8.689884185791016,0.0,753,0,0,21,1759,29383,230214,0,0,0,14,0,0
Paraguay_24341,Paraguay,train,EPSG:4326,512,512,0 1,-45.840023040771484,2.6553080081939697,-50.02437210083008,-7.350345611572266,0.0,0,51467,1923,2459,2794,12658,188695,0,0,1769,379,0,0
Paraguay_246154,Paraguay,train,EPSG:4326,512,512,0 1,-23.16195297241211,-0.6292224526405334,-31.540002822875977,-7.997079372406006,0.0,0,0,0,0,3443,15,258341,0,40,21,284,0,0
Paraguay_247656,Paraguay,train,EPSG:4326,512,512,0 1,-40.09366989135742,4.772086143493652,-47.17520523071289,-5.909398078918457,0.0,0,19771,1538,1,1625,1186,231573,0,5702,18,730,0,0
Paraguay_252217,Paraguay,valid,EPSG:4326,512,512,-1 0 1,-23.751296997070312,-0.6150626540184021,-47.64533615112305,-7.592186450958252,0.0,6366,0,0,60,72219,25,175903,0,87,215,7269,0,0
Paraguay_271769,Paraguay,valid,EPSG:4326,512,512,0 1,-32.7183837890625,0.5949988961219788,-47.37569046020508,-7.679908752441406,0.0,0,1329,610,237,135561,542,122304,0,216,505,840,0,0
Paraguay_280900,Paraguay,valid,EPSG:4326,512,512,-1 0 1,-27.962377548217773,1.762710452079773,-44.13162612915039,-6.021251201629639,0.0,2,2584,308,0,721,2909,251664,4,1929,1088,935,0,0
Paraguay_284928,Paraguay,valid,EPSG:4326,512,512,-1 0,-22.173856735229492,-0.5365507006645203,-43.59669876098633,-7.505367755889893,0.0,776,0,0,0,1036,0,260034,0,0,0,298,0,0
Paraguay_305760,Paraguay,valid,EPSG:4326,512,512,0 1,-27.872087478637695,0.6219855546951294,-47.34817886352539,-7.064899921417236,0.0,0,0,3,0,34,43791,218296,0,0,0,20,0,0
Paraguay_339807,Paraguay,train,EPSG:4326,512,512,-1 0 1,-40.8910026550293,-0.5821983218193054,-51.407508850097656,-7.260214805603027,0.0,47525,42410,2256,2071,3199,11898,149971,0,36,1664,1114,0,0
Paraguay_34417,Paraguay,valid,EPSG:4326,512,512,-1,nan,nan,nan,nan,0.0,262144,0,0,0,0,0,0,0,0,0,0,0,0
Paraguay_36015,Paraguay,train,EPSG:4326,512,512,-1 0,-29.947721481323242,-0.843929648399353,-48.096622467041016,-7.015497207641602,0.0,5,0,0,0,135842,0,124347,0,29,0,1921,0,0
Paraguay_36146,Paraguay,train,EPSG:4326,512,512,0,-27.123252868652344,7.0610127449035645,-41.34925079345703,-6.608428001403809,0.0,0,0,0,0,56517,0,193685,0,954,0,10988,0,0
Paraguay_403081,Paraguay,train,EPSG:4326,512,512,-1 0 1,-41.80555725097656,4.885923385620117,-47.005882263183594,-7.240124225616455,0.0,12308,807,79,0,8363,309,238155,0,1171,86,866,0,0
Paraguay_40936,Paraguay,valid,EPSG:4326,512,512,-1 0,-23.315805435180664,4.2827277183532715,-47.55804443359375,-7.296215534210205,0.0,46813,0,0,0,120227,0,92459,0,155,0,2490,0,0
Paraguay_44682,Paraguay,train,EPSG:4326,512,512,0 1,-22.4393367767334,-0.7144181728363037,-31.817197799682617,-7.157193183898926,0.0,0,0,0,0,1657,1296,257623,0,354,13,1201,0,0
Paraguay_470303,Paraguay,train,EPSG:4326,512,512,0 1,-25.248348236083984,0.772796630859375,-47.16895294189453,-7.497365474700928,0.0,0,12,1,7519,155429,2899,94068,0,0,16,2200,0,0
Paraguay_482517,Paraguay,train,EPSG:4326,512,512,-1 0 1,-41.92350769042969,-0.6609313488006592,-50.24412155151367,-7.201335906982422,0.0,2544,42482,1425,352,58672,4263,151507,0,3,355,541,0,0
Paraguay_48673,Paraguay,train,EPSG:4326,512,512,0 1,-26.74226951599121,2.5581746101379395,-46.142356872558594,-7.104846000671387,0.0,0,0,0,8,46930,85,213054,0,10,40,2017,0,0
Paraguay_511199,Paraguay,valid,EPSG:4326,512,512,0 1,-28.069902420043945,0.19606515765190125,-44.865291595458984,-6.341599464416504,0.0,0,0,0,3,77,11526,250363,0,0,15,160,0,0
Paraguay_54421,Paraguay,train,EPSG:4326,512,512,0 1,-25.660884857177734,9.58089828491211,-47.316768646240234,-2.5297961235046387,0.0,0,0,0,33,44822,7,215928,0,148,0,1206,0,0
Paraguay_581976,Paraguay,valid,EPSG:4326,512,512,-1 0 1,-35.443885803222656,0.5776785016059875,-52.3105583190918,-7.234420299530029,0.0,396,0,0,318,957,148271,112201,0,0,0,1,0,0
Paraguay_59731,Paraguay,valid,EPSG:4326,512,512,-1 0 1,-35.2492561340332,8.574748992919922,-45.55290222167969,0.9544737935066223,0.0,6488,2206,1518,0,677,386,249714,0,461,178,516,0,0
Paraguay_605682,Paraguay,train,EPSG:4326,512,512,0 1,-40.710487365722656,1.3893386125564575,-51.69742965698242,-7.744848251342773,0.0,0,0,0,2740,4807,72693,181865,0,0,7,32,0,0
Paraguay_62897,Paraguay,train,EPSG:4326,512,512,0 1,-22.912227630615234,-0.20618696510791779,-46.64323806762695,-7.063796043395996,0.0,0,13,1,52,2206,41067,218449,1,0,9,346,0,0
Paraguay_648632,Paraguay,valid,EPSG:4326,512,512,0 1,-33.42554473876953,-1.1004594564437866,-47.29639434814453,-7.987337112426758,0.0,0,42,0,1,1378,18224,242118,0,0,127,254,0,0
Paraguay_651904,Paraguay,valid,EPSG:4326,512,512,0 1,-48.71731185913086,1.6141389608383179,-51.90385055541992,-7.4690775871276855,0.0,0,19392,2299,2,192,7283,232259,0,1,479,237,0,0
Paraguay_657443,Paraguay,valid,EPSG:4326,512,512,0 1,-43.36085891723633,-0.6828096508979797,-52.20219802856445,-7.644739627838135,0.0,0,42182,2940,3324,1571,17613,192418,0,16,1855,225,0,0
Paraguay_683296,Paraguay,valid,EPSG:4326,512,512,-1 0 1,-36.65074157714844,-1.3681367635726929,-47.13563537597656,-6.479938983917236,0.0,2566,1068,0,1957,97,3988,252057,0,0,396,15,0,0
Paraguay_721886,Paraguay,train,EPSG:4326,512,512,-1 0 1,-30.128280639648438,-0.34619641304016113,-52.54009246826172,-6.164196491241455,0.0,718,630,77,73,445,9500,249578,0,58,714,351,0,0
Paraguay_76868,Paraguay,valid,EPSG:4326,512,512,-1 0 1,-40.795310974121094,5.12713098526001,-55.297977447509766,0.3826184868812561,0.0,23,12605,575,1169,42332,3766,198184,0,287,143,3060,0,0
Paraguay_7894,Paraguay,valid,EPSG:4326,512,512,-1 0,-21.497976303100586,14.695966720581055,-29.74897575378418,0.06045638397336006,0.0,59957,0,0,0,1920,0,161787,0,32994,0,5486,0,0
Paraguay_790830,Paraguay,valid,EPSG:4326,512,512,-1 0 1,-46.00796127319336,11.262852668762207,-47.103153228759766,3.1394903659820557,0.0,945,28540,922,105,3260,3170,225061,0,3,132,6,0,0
Paraguay_791364,Paraguay,train,EPSG:4326,512,512,-1 0 1,-20.188814163208008,-1.677152395248413,-29.857864379882812,-7.2708210945129395,0.0,409,0,0,0,972,1206,259533,0,2,0,22,0,0
Paraguay_792268,Paraguay,train,EPSG:4326,512,512,-1 0 1,-29.349470138549805,16.183732986450195,-38.02297592163086,0.5475631952285767,0.0,24,521,434,18,18108,665,225569,8,11934,134,4729,0,0
